Date,Open,High,Low,Close,Adj Close,Volume,Sentiment_Score
1999-01-22,0.0437499992549419,0.0488279983401298,0.0388020016252994,0.0410160012543201,0.017324848100543,2714688000,0.0
1999-01-25,0.0442709997296333,0.0458329990506172,0.0410160012543201,0.0453130006790161,0.0191398654133081,510480000,0.0
1999-01-26,0.0458329990506172,0.0467449985444545,0.0411459989845752,0.041797000914812,0.0176547393202781,343200000,0.0
1999-01-27,0.0419269986450672,0.04296899959445,0.0395830012857914,0.0416669994592666,0.0175998304039239,244368000,0.0
1999-01-28,0.0416669994592666,0.0419269986450672,0.0412760004401207,0.0415359996259212,0.0175444949418306,227520000,0.0
1999-01-29,0.0415359996259212,0.0416669994592666,0.0395830012857914,0.0395830012857914,0.0167195610702037,244032000,0.0
1999-02-01,0.0395830012857914,0.0406249985098838,0.0395830012857914,0.0403649993240833,0.0170498732477426,154704000,0.0
1999-02-02,0.0395830012857914,0.0406249985098838,0.0360679998993873,0.0372399985790252,0.015729896724224,264096000,0.0
1999-02-03,0.0367190018296241,0.0385419987142086,0.0364580005407333,0.0380209982395172,0.0160597898066043,75120000,0.0
1999-02-04,0.0385419987142086,0.0411459989845752,0.0380209982395172,0.0401040017604827,0.0169396307319402,181920000,0.0
1999-02-05,0.0407549999654293,0.0416669994592666,0.0397140011191368,0.0412760004401207,0.0174346715211868,136848000,0.0
1999-02-08,0.0415359996259212,0.0416669994592666,0.0398439988493919,0.0398439988493919,0.0168298054486513,154080000,0.0
1999-02-09,0.0406249985098838,0.0408850014209747,0.0377600006759166,0.038281001150608,0.0161696095019578,86976000,0.0
1999-02-10,0.038281001150608,0.0393229983747005,0.0372399985790252,0.037891000509262,0.0160048715770244,148224000,0.0
1999-02-11,0.0380209982395172,0.0427079983055591,0.0380209982395172,0.0411459989845752,0.0173797644674778,132240000,0.0
1999-02-12,0.0416669994592666,0.0437499992549419,0.0416669994592666,0.0434900000691413,0.0183698497712612,109728000,0.0
1999-02-16,0.0442709997296333,0.046094000339508,0.0393229983747005,0.0437499992549419,0.0184796694666147,211008000,0.0
1999-02-17,0.0427079983055591,0.0432289987802505,0.0406249985098838,0.0414059981703758,0.017489580437541,67728000,0.0
1999-02-18,0.0427079983055591,0.0432289987802505,0.0408850014209747,0.0420570001006126,0.0177645571529865,70704000,0.0
1999-02-19,0.0416669994592666,0.0442709997296333,0.0411459989845752,0.0434900000691413,0.0183698497712612,75360000,0.0
1999-02-22,0.0442709997296333,0.0447920002043247,0.0414059981703758,0.0437499992549419,0.0184796694666147,205248000,0.0
1999-02-23,0.0447920002043247,0.0467449985444545,0.042187999933958,0.0458329990506172,0.0193595122545957,138096000,0.0
1999-02-24,0.0526040010154247,0.0546879991888999,0.0483070015907287,0.0494790002703666,0.0208995565772056,612768000,0.0
1999-02-25,0.0515629984438419,0.0531250014901161,0.0471349991858005,0.0479170009493827,0.0202397778630256,149136000,0.0
1999-02-26,0.0484380014240741,0.050000000745058,0.0453130006790161,0.045703001320362,0.0193046033382415,172608000,0.0
1999-03-01,0.046875,0.0479170009493827,0.0437499992549419,0.0459639988839626,0.0194148495793342,92160000,0.0
1999-03-02,0.0458329990506172,0.046094000339508,0.0447920002043247,0.0455729998648166,0.0192496869713068,55248000,0.0
1999-03-03,0.0458329990506172,0.0458329990506172,0.042187999933958,0.0424479991197586,0.0179297141730785,61392000,0.0
1999-03-04,0.0445309989154338,0.0447920002043247,0.0411459989845752,0.0415359996259212,0.0175444949418306,57360000,0.0
1999-03-05,0.0419269986450672,0.0440099984407424,0.0419269986450672,0.0438800007104873,0.0185345783829689,78768000,0.0
1999-03-08,0.0427079983055591,0.0458329990506172,0.0419269986450672,0.0445309989154338,0.0188095550984144,75888000,0.0
1999-03-09,0.0444010011851787,0.0466150008141994,0.0444010011851787,0.0459639988839626,0.0194148495793342,143184000,0.0
1999-03-10,0.0466150008141994,0.0466150008141994,0.0445309989154338,0.0451820008456707,0.0190845429897308,235344000,0.0
1999-03-11,0.0444010011851787,0.0451820008456707,0.0432289987802505,0.0432289987802505,0.0182596091181039,54288000,0.0
1999-03-12,0.0434900000691413,0.0434900000691413,0.0416669994592666,0.0424479991197586,0.0179297141730785,90768000,0.0
1999-03-15,0.0434900000691413,0.0447920002043247,0.0432289987802505,0.0442709997296333,0.0186997354030609,108816000,0.0
1999-03-16,0.0445309989154338,0.0450519993901252,0.0424479991197586,0.0428389981389045,0.0180948730558156,79152000,0.0
1999-03-17,0.0432289987802505,0.0440099984407424,0.0420570001006126,0.0430990010499954,0.0182046964764595,51360000,0.0
1999-03-18,0.0432289987802505,0.0442709997296333,0.042187999933958,0.0436200015246868,0.018424754962325,46320000,0.0
1999-03-19,0.0434900000691413,0.0450519993901252,0.0434900000691413,0.0437499992549419,0.0184796694666147,105312000,0.0
1999-03-22,0.0446610003709793,0.0447920002043247,0.0424479991197586,0.0424479991197586,0.0179297141730785,36672000,0.0
1999-03-23,0.0427079983055591,0.0427079983055591,0.0390629991888999,0.0398439988493919,0.0168298054486513,163968000,0.0
1999-03-24,0.0395830012857914,0.0398439988493919,0.0380209982395172,0.0395830012857914,0.0167195610702037,60864000,0.0
1999-03-25,0.0394529998302459,0.0416669994592666,0.0393229983747005,0.0401040017604827,0.0169396307319402,40320000,0.0
1999-03-26,0.0406249985098838,0.0437499992549419,0.0406249985098838,0.0436200015246868,0.018424754962325,88272000,0.0
1999-03-29,0.0449220016598701,0.0459639988839626,0.0441409982740879,0.0449220016598701,0.0189747177064418,65952000,0.0
1999-03-30,0.0450519993901252,0.0454429984092712,0.0408850014209747,0.0411459989845752,0.0173797644674778,69504000,0.0
1999-03-31,0.0424479991197586,0.0445309989154338,0.0404950007796287,0.0440099984407424,0.0185894928872585,153600000,0.0
1999-04-01,0.0440099984407424,0.0442709997296333,0.0419269986450672,0.0427079983055591,0.0180395394563674,30432000,0.0
1999-04-05,0.042187999933958,0.0432289987802505,0.0411459989845752,0.0414059981703758,0.017489580437541,98640000,0.0
1999-04-06,0.041797000914812,0.0419269986450672,0.0395830012857914,0.0403649993240833,0.0170498732477426,69696000,0.0
1999-04-07,0.0406249985098838,0.0440099984407424,0.0403649993240833,0.0437499992549419,0.0184796694666147,89280000,0.0
1999-04-08,0.0440099984407424,0.0458329990506172,0.0434900000691413,0.0445309989154338,0.0188095550984144,130128000,0.0
1999-04-09,0.0447920002043247,0.0447920002043247,0.0434900000691413,0.0437499992549419,0.0184796694666147,48624000,0.0
1999-04-12,0.0432289987802505,0.0432289987802505,0.0411459989845752,0.0419269986450672,0.017709644511342,33312000,0.0
1999-04-13,0.0427079983055591,0.0427079983055591,0.0395830012857914,0.0402339994907379,0.016994534060359,36144000,0.0
1999-04-14,0.0401040017604827,0.0410160012543201,0.0390629991888999,0.0390629991888999,0.0164999160915613,48288000,0.0
1999-04-15,0.0401040017604827,0.0401040017604827,0.0390629991888999,0.0401040017604827,0.0169396307319402,35856000,0.0
1999-04-16,0.0398439988493919,0.0420570001006126,0.0398439988493919,0.0414059981703758,0.017489580437541,38928000,0.0
1999-04-19,0.0419269986450672,0.0419269986450672,0.0390629991888999,0.0395830012857914,0.0167195610702037,31296000,0.0
1999-04-20,0.0395830012857914,0.0411459989845752,0.0384109988808631,0.0388020016252994,0.0163896717131137,67680000,0.0
1999-04-21,0.0388020016252994,0.0395830012857914,0.0385419987142086,0.0394529998302459,0.0166646484285593,37488000,0.0
1999-04-22,0.0395830012857914,0.0395830012857914,0.0373700000345706,0.0377600006759166,0.0159495398402214,227184000,0.0
1999-04-23,0.0376299992203712,0.0377600006759166,0.0356770008802413,0.0359379984438419,0.0151799395680427,126048000,0.0
1999-04-26,0.0359379984438419,0.0364580005407333,0.0333329997956752,0.0341150015592575,0.0144099220633506,123504000,0.0
1999-04-27,0.0348960012197494,0.0380209982395172,0.034375000745058,0.0377600006759166,0.0159495398402214,226944000,0.0
1999-04-28,0.0380209982395172,0.0380209982395172,0.0363279990851879,0.0375000014901161,0.0158397164195776,120096000,0.0
1999-04-29,0.0376299992203712,0.0377600006759166,0.0367190018296241,0.0375000014901161,0.0158397164195776,48144000,0.0
1999-04-30,0.037891000509262,0.0395830012857914,0.0376299992203712,0.0380209982395172,0.0160597898066043,99312000,0.0
1999-05-03,0.0384109988808631,0.0384109988808631,0.0372399985790252,0.038281001150608,0.0161696095019578,33840000,0.0
